,movie_names,ratings,voting_counts,duration_minutes,genre
338,Heavens: The Boy and His Robot,6.3,22,98,adventure
339,Moy dikiy drug,6.5,63,100,adventure
340,Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,7.4,75,70,adventure
341,Get Close 2,5.7,47,0,adventure
342,Beyond existence,4.1,23,95,adventure
343,Advent,7.5,6,119,adventure
344,Die Chaosschwestern und Pinguin Paul,5.6,73,100,adventure
345,QAnon Avenue,10.0,7,57,adventure
346,Stranded Pearl,6.0,27,90,adventure
347,Cândido,6.3,63,99,adventure
348,Dikkie Dik en de Verdwenen Knuffel,7.3,131,62,adventure
349,Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.8,36,71,adventure
350,Mama,8.5,7,100,adventure
351,Penelope & Everly's Holiday Adventure,6.069212962962963,0,90,adventure
352,Tur s Ivanushkami,5.3,162,111,adventure
353,Joachim and the Apocalypse,7.5,16,90,adventure
354,Alex and Mia's Awesome Movie!!,6.069212962962963,0,75,adventure
355,Spider-Man: Blue,5.8,12,0,adventure
356,Oro Negro,6.069212962962963,0,90,adventure
357,Uttarakaanda,6.069212962962963,0,90,adventure
358,Jathara,6.2,1100,129,adventure
359,The Space in Between,6.069212962962963,0,90,adventure
360,Xibalba Monster,6.7,31,76,adventure
361,The Very Last Christmas,8.6,12,75,adventure
362,The Umbrella Fairy,5.7,61,95,adventure
363,Manyunya. Priklyucheniya v Moskve,5.7,111,87,adventure
364,Dünya Mali: Eksi Bir,7.2,18,133,adventure
365,Mobile Suit Gundam: Silver Phantom,6.1,13,90,adventure
366,Operation Wakaliga: Fate and Blood,6.7,11,66,adventure
367,"Fallen Leaves, Broken Lighters",7.7,8,96,adventure
368,Famous Patrick (A Super SpongeBob Fan Movie),4.9,29,53,adventure
369,The Apples Gang: The Movie by Wright,6.069212962962963,0,90,adventure
370,The Yoshi Movie,7.9,14,105,adventure
371,The Last Five Days: The Freak Building,3.7,59,61,adventure
372,Dans l'ombre de Marlow,6.069212962962963,0,80,adventure
373,Elephant Steps,6.9,41,0,adventure
374,Manyunya. Priklyucheniya v derevne,5.8,121,84,adventure
375,Piraty galaktiki Barrakuda,4.6,86,92,adventure
376,Dragon Gate Inn,6.069212962962963,0,90,adventure
377,Goodbye Hamdi,6.2,11,85,adventure
378,BAM!,7.0,30,80,adventure
379,Petualangan Anak Penangkap Hantu,5.9,27,99,adventure
380,Boom!,8.3,11,90,adventure
381,Tracing the Divide,8.8,173,84,adventure
382,23 Horas,7.0,21,0,adventure
383,The Eye of the Salamander,8.4,21,81,adventure
384,Yasmeen's Element,7.6,21,76,adventure
385,Spooky Society,6.069212962962963,0,90,adventure
386,Abudeka Is Back,5.3,40,120,adventure
387,Moy lyubimyy chempion,2.3,420,95,adventure
388,Vikaasaparva,8.7,542,134,adventure
389,The Bigfoot Prophecy,4.8,23,117,adventure
390,Banana Boat,5.5,21,78,adventure
391,Hope & Glory,6.6,148,44,adventure
392,Militant Monster 2024,8.7,29,0,adventure
393,Treasure Fellowship,6.069212962962963,0,86,adventure
394,The Cold Father,6.8,19,0,adventure
395,Pirates & Slaves,5.8,6,53,adventure
396,No More Trouble - Cosa rimane di una tempesta,8.6,20,97,adventure
397,Historia de pastores,5.5,34,80,adventure
398,Zoloto Umalty,4.9,114,109,adventure
399,Target Jeremy,6.069212962962963,0,90,adventure
400,Jaunt,8.7,8,78,adventure
401,Lakeside's Mission: Impossible,6.069212962962963,0,90,adventure
402,The Sasqualogist,6.069212962962963,0,89,adventure
403,Minecraft But I Survive Again in Parkour Civilization,9.0,30,0,adventure
404,Xin Longmen kezhan,2.9,7,73,adventure
